Participant,TimeStamp,Order,Task,Forehead Temp,Nasal Temp
3,43,Reading,comic,36.3,36.9
3,44,Reading,comic,36.4,37.7
3,45,Reading,comic,36.1,36.4
3,46,Reading,comic,36.5,37.8
3,47,Reading,comic,36.1,37.1
3,48,Reading,comic,36.5,36.3
3,49,Reading,comic,36.7,37.8
3,50,Reading,comic,36.4,37.1
3,51,Reading,comic,36.3,36.8
3,52,Reading,comic,36.3,37.7
3,53,Reading,comic,36.4,36.3
3,54,Reading,comic,36.3,37.4
3,55,Reading,comic,36.1,37.2
3,56,Reading,comic,36.3,36.6
3,57,Reading,comic,36.3,37.5
3,58,Reading,comic,36.2,36.5
3,59,Reading,comic,36.2,37.4
3,60,Reading,comic,36,37.6
3,61,Reading,comic,36.5,36.1
3,62,Reading,comic,36.4,37.6
3,63,Reading,comic,36.4,37.1
3,64,Reading,comic,36.5,36.2
3,65,Reading,comic,36.2,37.5
3,66,Reading,comic,35.9,36.8
3,67,Reading,comic,36.5,36.4
3,68,Reading,comic,36.4,37.1
3,69,Reading,comic,36.2,36.6
3,70,Reading,comic,36.3,37.7
3,71,Reading,comic,36.3,37.4
3,72,Reading,comic,36.5,36.3
3,73,Reading,comic,36.4,37.5
3,74,Reading,comic,36.3,37.3
3,75,Reading,comic,36.5,36.6
3,76,Reading,comic,36.3,37.7
3,77,Reading,comic,36.3,36.6
3,78,Reading,comic,36.4,36.9
3,79,Reading,comic,36,37.4
3,80,Reading,comic,36.5,36.7
3,81,Reading,comic,36.5,37.5
3,82,Reading,comic,35.9,37.1
3,83,Reading,comic,36.1,36.8
3,84,Reading,comic,36.4,36.8
3,85,Reading,comic,36.5,36.5
3,86,Reading,comic,36.5,37.2
3,87,Reading,comic,36.5,36.7
3,88,Reading,comic,36.6,36.5
3,89,Reading,comic,35.8,37.6
3,90,Reading,comic,36.4,37.2
3,1,Reading,easy blog (article),36.8,36.5
3,2,Reading,easy blog (article),36.2,36.5
3,3,Reading,easy blog (article),36.5,35.9
3,4,Reading,easy blog (article),36.3,37.5
3,5,Reading,easy blog (article),36.3,37.4
3,6,Reading,easy blog (article),36,36.8
3,7,Reading,easy blog (article),35.8,36.5
3,8,Reading,easy blog (article),35.9,37.5
3,9,Reading,easy blog (article),36.1,37
3,10,Reading,easy blog (article),35.9,37.3
3,11,Reading,easy blog (article),35.9,37.3
3,12,Reading,easy blog (article),35.8,37.3
3,13,Reading,easy blog (article),36.1,36.7
3,14,Reading,easy blog (article),36.1,37.2
3,15,Reading,easy blog (article),36,36.6
3,16,Reading,easy blog (article),36.6,37.1
3,17,Reading,easy blog (article),35.9,36.7
3,18,Reading,easy blog (article),35.8,36.8
3,19,Reading,easy blog (article),35.8,35.6
3,20,Reading,easy blog (article),36.2,36.9
3,21,Reading,easy blog (article),36.5,37
3,22,Reading,easy blog (article),36.4,36.8
3,23,Reading,easy blog (article),36.5,37.5
3,24,Reading,easy blog (article),36.7,36.1
3,25,Reading,easy blog (article),36.5,36.9
3,26,Reading,easy blog (article),36.2,37.1
3,27,Reading,easy blog (article),36.5,36.3
3,28,Reading,easy blog (article),36.5,37.1
3,29,Reading,easy blog (article),36.6,35.2
3,30,Reading,easy blog (article),36.5,36.5
3,31,Reading,easy blog (article),36.4,36.5
3,32,Reading,easy blog (article),36.6,34.8
3,33,Reading,easy blog (article),36.6,37.2
3,34,Reading,easy blog (article),36,36.2
3,35,Reading,easy blog (article),35.8,35.1
3,36,Reading,easy blog (article),36.5,37.1
3,37,Reading,easy blog (article),35.4,35.8
3,38,Reading,easy blog (article),36.1,37.5
3,39,Reading,easy blog (article),35.7,36.9
3,40,Reading,easy blog (article),36.5,35.8
3,41,Reading,easy blog (article),35.8,36.4
3,42,Reading,easy blog (article),36.6,35.6
3,43,Reading,easy blog (article),35.4,36
3,44,Reading,easy blog (article),36.5,36.6
3,45,Reading,easy blog (article),36.6,36.2
3,46,Reading,easy blog (article),36.5,36.5
3,47,Reading,easy blog (article),36.5,36.4
3,48,Reading,easy blog (article),36.4,35.7
3,49,Reading,easy blog (article),36.6,36.7
3,50,Reading,easy blog (article),36.1,35.9
3,51,Reading,easy blog (article),36.5,36.5
3,52,Reading,easy blog (article),36.5,37.2
3,53,Reading,easy blog (article),36.5,36
3,54,Reading,easy blog (article),36.2,37.5
3,55,Reading,easy blog (article),36.4,36.4
3,56,Reading,easy blog (article),36.4,36.7
3,57,Reading,easy blog (article),36.5,36.7
3,58,Reading,easy blog (article),36.5,35.9
3,59,Reading,easy blog (article),36.4,36.7
3,60,Reading,easy blog (article),36.6,35.6
3,61,Reading,easy blog (article),36.2,36.6
3,62,Reading,easy blog (article),36.5,36.6
3,63,Reading,easy blog (article),36.5,36.2
3,64,Reading,easy blog (article),36.4,37.1
3,65,Reading,easy blog (article),36.5,36.1
3,66,Reading,easy blog (article),36.5,36.1
3,67,Reading,easy blog (article),36.1,36.7
3,68,Reading,easy blog (article),36.4,36.5
3,69,Reading,easy blog (article),36.4,37
3,70,Reading,easy blog (article),36.2,36.9
3,71,Reading,easy blog (article),36.4,36.3
3,72,Reading,easy blog (article),35.9,36.8
3,73,Reading,easy blog (article),36.3,36.4
3,74,Reading,easy blog (article),36.4,36.8
3,75,Reading,easy blog (article),36.5,36.7
3,76,Reading,easy blog (article),36.5,36.6
3,77,Reading,easy blog (article),36.4,36.9
3,78,Reading,easy blog (article),36.5,37.1
3,79,Reading,easy blog (article),36.4,36.5
3,80,Reading,easy blog (article),36.4,37.2
3,81,Reading,easy blog (article),36.4,36.6
3,82,Reading,easy blog (article),36.3,36.7
3,83,Reading,easy blog (article),36.5,36.7
3,84,Reading,easy blog (article),35.9,36.5
3,85,Reading,easy blog (article),36.5,37.4
3,86,Reading,easy blog (article),36.3,37
3,87,Reading,easy blog (article),36.5,36.7
3,88,Reading,easy blog (article),36.2,36.7
3,89,Reading,easy blog (article),36.6,36.5
3,90,Reading,easy blog (article),36.5,37.3
3,1,Video,info,36.8,36.1
3,2,Video,info,36.7,36.3
3,3,Video,info,36.9,37.1
3,4,Video,info,36.9,36.1
3,5,Video,info,36.7,36
3,6,Video,info,36.7,37.3
3,7,Video,info,36.8,36.3
3,8,Video,info,36.8,36.9
3,9,Video,info,36.8,36.5
3,10,Video,info,36.9,37.4
3,11,Video,info,36.8,36.3
3,12,Video,info,36.9,36
3,13,Video,info,37,36.5
3,14,Video,info,36.8,36
3,15,Video,info,36.7,36.1
3,16,Video,info,36.8,36
3,17,Video,info,36.8,36.5
3,18,Video,info,36.8,36
3,19,Video,info,36.8,36.2
3,20,Video,info,36.8,36.6
3,21,Video,info,36.7,36.1
3,22,Video,info,36.7,37.1
3,23,Video,info,36.7,36.1
3,24,Video,info,36.8,36.4
3,25,Video,info,36.8,36.2
3,26,Video,info,36.7,36.8
3,27,Video,info,36.7,36.4
3,28,Video,info,36.7,36.8
3,29,Video,info,36.9,36.1
3,30,Video,info,36.7,36.1
3,31,Video,info,36.7,36.4
3,32,Video,info,36.7,36.1
3,33,Video,info,36.8,36.3
3,34,Video,info,36,36.2
3,35,Video,info,36.8,36.3
3,36,Video,info,36.8,35.9
3,37,Video,info,36.9,36.2
3,38,Video,info,36.7,36.1
3,39,Video,info,36.8,37
3,40,Video,info,36.8,36.4
3,41,Video,info,36.7,36.3
3,42,Video,info,36.8,36.3
3,43,Video,info,36.9,36.1
3,44,Video,info,36.8,36.3
3,45,Video,info,36.7,36.2
3,46,Video,info,36.9,36.2
3,47,Video,info,36.8,36.5
3,48,Video,info,36.9,36
3,49,Video,info,37,36.3
3,50,Video,info,36.7,36.8
3,51,Video,info,36.8,36.5
3,52,Video,info,36.8,37
3,53,Video,info,36.9,37.5
3,54,Video,info,36.9,37.2
3,55,Video,info,36.9,37.1
3,56,Video,info,36.6,37.5
3,57,Video,info,36.7,36
3,58,Video,info,36.1,36.6
3,59,Video,info,36.7,36.9
3,60,Video,info,36.5,37.4
3,61,Video,info,36.7,36.8
3,62,Video,info,36.1,37.4
3,63,Video,info,36.7,37.3
3,64,Video,info,36.7,36.7
3,65,Video,info,36.5,37
3,66,Video,info,36.5,36.2
3,67,Video,info,36.6,37.2
3,68,Video,info,35.9,36.6
3,69,Video,info,36.1,36.2
3,70,Video,info,36.6,36.6
3,71,Video,info,36.7,36.5
3,72,Video,info,36.5,36.6
3,73,Video,info,36.5,36.6
3,74,Video,info,36.7,36.7
3,75,Video,info,36.2,36.4
3,76,Video,info,36.7,36.5
3,77,Video,info,36.7,36.5
3,78,Video,info,36.7,36.3
3,79,Video,info,36.6,36.5
3,80,Video,info,36.3,36.2
3,81,Video,info,36.6,36.7
3,82,Video,info,36.8,36.9
3,83,Video,info,36.7,37.1
3,84,Video,info,36.3,36.9
3,85,Video,info,36.5,36.9
3,86,Video,info,36.5,37.2
3,87,Video,info,36.6,36.9
3,88,Video,info,36.5,36.7
3,89,Video,info,36.4,36.8
3,90,Video,info,36.3,36.4
3,1,Video,scary,36.5,36.9
3,2,Video,scary,35.7,37
3,3,Video,scary,36.5,36
3,4,Video,scary,36.6,36.8
3,5,Video,scary,35.9,36.2
3,6,Video,scary,36.8,36.2
3,7,Video,scary,36.2,36.5
3,8,Video,scary,36.3,36.2
3,9,Video,scary,36.7,36.1
3,10,Video,scary,36.8,36.1
3,11,Video,scary,36.4,36.2
3,12,Video,scary,36.5,36
3,13,Video,scary,36.1,36.1
3,14,Video,scary,36.5,36.2
3,15,Video,scary,36.3,36.2
3,16,Video,scary,36.3,36.3
3,17,Video,scary,36.6,36.1
3,18,Video,scary,36.3,36.1
3,19,Video,scary,36.1,36.2
3,20,Video,scary,36.3,36.5
3,21,Video,scary,36.1,36.1
3,22,Video,scary,36.7,36.2
3,23,Video,scary,36.1,35.9
3,24,Video,scary,36.5,36.3
3,25,Video,scary,36.3,36.2
3,26,Video,scary,36.7,36.2
3,27,Video,scary,36.5,36.1
3,28,Video,scary,36.7,36
3,29,Video,scary,35.3,36.2
3,30,Video,scary,35.3,36.4
3,31,Video,scary,36.2,35.9
3,32,Video,scary,36,35.9
3,33,Video,scary,36.5,36.3
3,34,Video,scary,36.3,35.9
3,35,Video,scary,36.8,35.9
3,36,Video,scary,36.7,36
3,37,Video,scary,36.6,36.1
3,38,Video,scary,36.6,36
3,39,Video,scary,36.7,36
3,40,Video,scary,36.7,36
3,41,Video,scary,36.7,35.9
3,42,Video,scary,36.6,36
3,43,Video,scary,36.5,35.9
3,44,Video,scary,36.7,36.3
3,45,Video,scary,36.9,36.6
3,46,Video,scary,36.6,36
3,47,Video,scary,36.7,36.3
3,48,Video,scary,36.5,36
3,49,Video,scary,36.7,36.1
3,50,Video,scary,36.8,36.2
3,51,Video,scary,36.8,36.1
3,52,Video,scary,36.8,36.2
3,53,Video,scary,36.9,36.2
3,54,Video,scary,36.9,35.8
3,55,Video,scary,36.8,36.3
3,56,Video,scary,37,36.1
3,57,Video,scary,36.5,35.9
3,58,Video,scary,36.5,36.5
3,59,Video,scary,36.6,35.9
3,60,Video,scary,36.9,36
3,61,Video,scary,36.5,36
3,62,Video,scary,36.9,36.7
3,63,Video,scary,36.9,35.9
3,64,Video,scary,36.5,37.2
3,65,Video,scary,36.5,36
3,66,Video,scary,36.8,36.1
3,67,Video,scary,36.8,36
3,68,Video,scary,36.6,36
3,69,Video,scary,36.7,35.9
3,70,Video,scary,36.8,36.2
3,71,Video,scary,36.8,36
3,72,Video,scary,36.6,35.8
3,73,Video,scary,36.6,36.1
3,74,Video,scary,36.5,36
3,75,Video,scary,36.6,35.8
3,76,Video,scary,36.7,36.3
3,77,Video,scary,36.7,36.1
3,78,Video,scary,36.5,36
3,79,Video,scary,36.8,36.6
3,80,Video,scary,36.7,36.1
3,81,Video,scary,36.9,36
3,82,Video,scary,36.8,36.3
3,83,Video,scary,36.8,35.8
3,84,Video,scary,36.8,36
3,85,Video,scary,36.9,35.7
3,86,Video,scary,37,36.1
3,87,Video,scary,36.8,35.9
3,88,Video,scary,36.9,35.9
3,89,Video,scary,36.5,36.1
3,90,Video,scary,36.9,35.9
3,1,Video,entertaining,36.4,37.1
3,2,Video,entertaining,36.5,36.4
3,3,Video,entertaining,36.4,37.2
3,4,Video,entertaining,35.8,36.8
3,5,Video,entertaining,36.4,36.5
3,6,Video,entertaining,36.5,36.8
3,7,Video,entertaining,36.5,36.8
3,8,Video,entertaining,36.6,36.4
3,9,Video,entertaining,36.5,37
3,10,Video,entertaining,36.4,36.3
3,11,Video,entertaining,36.4,36.4
3,12,Video,entertaining,36.5,36.5
3,13,Video,entertaining,36.6,36.8
3,14,Video,entertaining,36.6,37
3,15,Video,entertaining,36.6,37
3,16,Video,entertaining,36.5,36.6
3,17,Video,entertaining,36.6,36.2
3,18,Video,entertaining,36.6,36.3
3,19,Video,entertaining,36.6,36.3
3,20,Video,entertaining,36.5,36.2
3,21,Video,entertaining,36.6,36.1
3,22,Video,entertaining,36.5,36.2
3,23,Video,entertaining,36.7,36.2
3,24,Video,entertaining,36.6,36.3
3,25,Video,entertaining,36.5,36.4
3,26,Video,entertaining,36.5,36.2
3,27,Video,entertaining,36.7,36
3,28,Video,entertaining,36.6,36.3
3,29,Video,entertaining,36.6,37
3,30,Video,entertaining,36.5,36.1
3,31,Video,entertaining,36.6,36.1
3,32,Video,entertaining,36.5,35.9
3,33,Video,entertaining,36.5,36.2
3,34,Video,entertaining,36.6,36.9
3,35,Video,entertaining,36.6,36.6
3,36,Video,entertaining,36.6,36.5
3,37,Video,entertaining,36.6,36.6
3,38,Video,entertaining,36.6,36.3
3,39,Video,entertaining,36.6,36.3
3,40,Video,entertaining,36.6,36.1
3,41,Video,entertaining,36.6,36.3
3,42,Video,entertaining,36.6,36.1
3,43,Video,entertaining,36.6,36.6
3,44,Video,entertaining,36.5,36.9
3,45,Video,entertaining,36.6,36.3
3,46,Video,entertaining,36.7,36.3
3,47,Video,entertaining,36.7,36.2
3,48,Video,entertaining,36.7,36.2
3,49,Video,entertaining,36.6,36.3
3,50,Video,entertaining,36.7,36.1
3,51,Video,entertaining,36.6,36.1
3,52,Video,entertaining,36.5,36.2
3,53,Video,entertaining,36.6,36.1
3,54,Video,entertaining,36.6,36.4
3,55,Video,entertaining,36.6,36.3
3,56,Video,entertaining,36.5,36.9
3,57,Video,entertaining,36.6,36.3
3,58,Video,entertaining,36.6,35.7
3,59,Video,entertaining,36.6,36.3
3,60,Video,entertaining,36.7,36
3,61,Video,entertaining,36.7,36
3,62,Video,entertaining,36.6,36
3,63,Video,entertaining,36.5,36.1
3,64,Video,entertaining,36.6,36.1
3,65,Video,entertaining,36.7,36.2
3,66,Video,entertaining,36.4,36.1
3,67,Video,entertaining,36.5,36
3,68,Video,entertaining,36.6,36.2
3,69,Video,entertaining,36.6,36.2
3,70,Video,entertaining,36.6,36.1
3,71,Video,entertaining,36.6,36.4
3,72,Video,entertaining,36.6,36
3,73,Video,entertaining,36.5,36.2
3,74,Video,entertaining,36.5,36.1
3,75,Video,entertaining,36.5,36.2
3,76,Video,entertaining,36.6,36.2
3,77,Video,entertaining,36.6,36
3,78,Video,entertaining,36.3,36.2
3,79,Video,entertaining,36.3,36
3,80,Video,entertaining,36.4,36
3,81,Video,entertaining,36.7,37.2
3,82,Video,entertaining,36.7,35.9
3,83,Video,entertaining,36.7,36.1
3,84,Video,entertaining,36.6,36.1
3,85,Video,entertaining,36.6,36.6
3,86,Video,entertaining,36.6,36.2
3,87,Video,entertaining,36.6,36.2
3,88,Video,entertaining,36.6,36
3,89,Video,entertaining,36.7,36.8
3,90,Video,entertaining,36.7,36.4
3,1,Video,boring,36.6,36.1
3,2,Video,boring,36.4,36
3,3,Video,boring,36.6,36.2
3,4,Video,boring,36.4,36
3,5,Video,boring,36.4,36.3
3,6,Video,boring,36.6,36
3,7,Video,boring,36.6,36.5
3,8,Video,boring,36.7,36.5
3,9,Video,boring,36.6,36
3,10,Video,boring,36.7,36.2
3,11,Video,boring,36.7,36.4
3,12,Video,boring,36.7,36.2
3,13,Video,boring,36.5,36.4
3,14,Video,boring,36.7,36.3
3,15,Video,boring,36.5,36.1
3,16,Video,boring,36.7,36.4
3,17,Video,boring,36.6,36
3,18,Video,boring,36.5,36.9
3,19,Video,boring,36.4,36.4
3,20,Video,boring,36.6,36.3
3,21,Video,boring,36.7,36.6
3,22,Video,boring,36.4,36.1
3,23,Video,boring,36.3,36.7
3,24,Video,boring,36.6,35.9
3,25,Video,boring,36.5,36.1
3,26,Video,boring,36.7,36
3,27,Video,boring,36.2,36.1
3,28,Video,boring,36.6,36.3
3,29,Video,boring,36.4,35.9
3,30,Video,boring,36.5,36.3
3,31,Video,boring,36.7,36.4
3,32,Video,boring,36.5,36.1
3,33,Video,boring,36.5,36.5
3,34,Video,boring,36.3,35.8
3,35,Video,boring,36.6,36.5
3,36,Video,boring,36.6,36.1
3,37,Video,boring,36.7,37
3,38,Video,boring,36.2,36.6
3,39,Video,boring,36.2,36
3,40,Video,boring,36.4,36.5
3,41,Video,boring,36.6,36.3
3,42,Video,boring,36.3,36.4
3,43,Video,boring,36.3,36.5
3,44,Video,boring,36.7,36.1
3,45,Video,boring,36.7,36.6
3,46,Video,boring,36.5,36.3
3,47,Video,boring,36.5,36
3,48,Video,boring,36.5,36.7
3,49,Video,boring,36.5,35.3
3,50,Video,boring,36.5,36.7
3,51,Video,boring,36.5,35.4
3,52,Video,boring,36.5,36.6
3,53,Video,boring,36.6,36.2
3,54,Video,boring,36.4,36.4
3,55,Video,boring,36.5,36.4
3,56,Video,boring,36.5,36.2
3,57,Video,boring,36.5,36.6
3,58,Video,boring,36.5,36.1
3,59,Video,boring,36.5,36.8
3,60,Video,boring,36.4,36.2
3,61,Video,boring,36.5,36.6
3,62,Video,boring,36.7,36
3,63,Video,boring,36.6,36.4
3,64,Video,boring,36.7,36.4
3,65,Video,boring,36.6,36.1
3,66,Video,boring,36.3,36.5
3,67,Video,boring,36.6,35.2
3,68,Video,boring,36.2,36.6
3,69,Video,boring,36.6,36.2
3,70,Video,boring,36.6,36.5
3,71,Video,boring,36.3,35.8
3,72,Video,boring,36.6,36.5
3,73,Video,boring,36.2,36
3,74,Video,boring,36.5,36.1
3,75,Video,boring,36.4,36.3
3,76,Video,boring,36.5,36.1
3,77,Video,boring,36.8,36.5
3,78,Video,boring,36.5,35.9
3,79,Video,boring,36.8,36.1
3,80,Video,boring,36.8,36
3,81,Video,boring,36.6,36.6
3,82,Video,boring,36.7,36.1
3,83,Video,boring,36.3,36.4
3,84,Video,boring,36.6,36.1
3,85,Video,boring,36.5,36.5
3,86,Video,boring,36.4,36.1
3,87,Video,boring,36.7,36.2
3,88,Video,boring,36.5,35.9
3,89,Video,boring,36.5,36.7
3,90,Video,boring,36.5,36.3
3,1,Stroop,level 3,36.7,35.9
3,2,Stroop,level 3,36.7,35.6
3,3,Stroop,level 3,36.6,35.6
3,4,Stroop,level 3,36.7,35.7
3,5,Stroop,level 3,36.6,35.8
3,6,Stroop,level 3,36.7,35.8
3,7,Stroop,level 3,36.6,35.8
3,8,Stroop,level 3,36.5,35.7
3,9,Stroop,level 3,36.5,35.9
3,10,Stroop,level 3,36.5,36.3
3,11,Stroop,level 3,36.5,35.6
3,12,Stroop,level 3,36.6,35.6
3,13,Stroop,level 3,36.6,35.7
3,14,Stroop,level 3,36.5,35.6
3,15,Stroop,level 3,36.7,35.5
3,16,Stroop,level 3,36.6,35.7
3,17,Stroop,level 3,36.5,35.7
3,18,Stroop,level 3,36.5,35.9
3,19,Stroop,level 3,36.6,35.8
3,20,Stroop,level 3,36.5,35.5
3,21,Stroop,level 3,36.6,35.7
3,22,Stroop,level 3,36.6,35.6
3,23,Stroop,level 3,36.6,35.8
3,24,Stroop,level 3,36.6,35.8
3,25,Stroop,level 3,36.6,35.8
3,26,Stroop,level 3,36.6,35.6
3,27,Stroop,level 3,36.7,35.9
3,28,Stroop,level 3,36.6,35.5
3,29,Stroop,level 3,36.7,35.7
3,30,Stroop,level 3,36.7,35.6
3,31,Stroop,level 3,36.6,35.6
3,32,Stroop,level 3,36.6,35.5
3,33,Stroop,level 3,36.5,35.5
3,34,Stroop,level 3,36.6,35.6
3,35,Stroop,level 3,36.7,35.8
3,36,Stroop,level 3,36.7,35.5
3,37,Stroop,level 3,36.7,35.5
3,38,Stroop,level 3,36.7,35.5
3,39,Stroop,level 3,36.7,35.8
3,40,Stroop,level 3,36.7,35.5
3,41,Stroop,level 3,36.8,35.5
3,42,Stroop,level 3,36.6,35.6
3,43,Stroop,level 3,36.6,35.7
3,44,Stroop,level 3,36.7,35.6
3,45,Stroop,level 3,36.6,35.3
3,46,Stroop,level 3,36.7,35.4
3,47,Stroop,level 3,36.7,35.9
3,48,Stroop,level 3,36.7,35.7
3,49,Stroop,level 3,36.7,35.5
3,50,Stroop,level 3,36.7,35.5
3,51,Stroop,level 3,36.7,35.6
3,52,Stroop,level 3,36.7,35.8
3,53,Stroop,level 3,36.7,35.5
3,54,Stroop,level 3,36.7,35.5
3,55,Stroop,level 3,36.6,35.7
3,56,Stroop,level 3,36.7,35.6
3,57,Stroop,level 3,36.7,35.6
3,58,Stroop,level 3,36.6,35.5
3,59,Stroop,level 3,36.7,35.6
3,60,Stroop,level 3,36.7,35.5
3,61,Stroop,level 3,36.7,35.6
3,62,Stroop,level 3,36.7,35.6
3,63,Stroop,level 3,36.6,35.5
3,64,Stroop,level 3,36.8,35.4
3,65,Stroop,level 3,36.6,35.7
3,66,Stroop,level 3,36.6,35.4
3,67,Stroop,level 3,36.8,35.3
3,68,Stroop,level 3,36.7,35.5
3,69,Stroop,level 3,36.7,35.3
3,70,Stroop,level 3,36.6,35.5
3,71,Stroop,level 3,36.8,35.3
3,72,Stroop,level 3,36.7,35.3
3,73,Stroop,level 3,36.7,35.3
3,74,Stroop,level 3,36.6,35.6
3,75,Stroop,level 3,36.7,35.8
3,76,Stroop,level 3,36.7,35.3
3,77,Stroop,level 3,36.5,35.4
3,78,Stroop,level 3,36.6,35.6
3,79,Stroop,level 3,36.6,35.5
3,80,Stroop,level 3,36.7,35.2
3,81,Stroop,level 3,36.7,35.5
3,82,Stroop,level 3,36.7,35.4
3,83,Stroop,level 3,36.6,35.5
3,84,Stroop,level 3,36.6,35.5
3,85,Stroop,level 3,36.7,35.3
3,86,Stroop,level 3,36.7,35.8
3,87,Stroop,level 3,36.6,35.3
3,88,Stroop,level 3,36.5,35.3
3,89,Stroop,level 3,36.7,35.5
3,90,Stroop,level 3,36.6,35.3
3,1,Stroop,level 2,36.6,36.1
3,2,Stroop,level 2,36.6,36.1
3,3,Stroop,level 2,36.6,36
3,4,Stroop,level 2,36.7,35.9
3,5,Stroop,level 2,36.7,35.7
3,6,Stroop,level 2,36.7,35.9
3,7,Stroop,level 2,36.8,35.9
3,8,Stroop,level 2,36.5,36.2
3,9,Stroop,level 2,36.7,35.9
3,10,Stroop,level 2,36.6,36.2
3,11,Stroop,level 2,36.7,36
3,12,Stroop,level 2,36.7,36
3,13,Stroop,level 2,36.6,36
3,14,Stroop,level 2,36.6,36.1
3,15,Stroop,level 2,36.7,36.6
3,16,Stroop,level 2,36.7,36.1
3,17,Stroop,level 2,36.8,36.3
3,18,Stroop,level 2,36.7,36
3,19,Stroop,level 2,36.8,36
3,20,Stroop,level 2,36.7,35.9
3,21,Stroop,level 2,36.6,35.8
3,22,Stroop,level 2,36.6,35.7
3,23,Stroop,level 2,36.7,36.3
3,24,Stroop,level 2,36.8,36.1
3,25,Stroop,level 2,36.7,36.2
3,26,Stroop,level 2,36.8,35.8
3,27,Stroop,level 2,36.7,36.1
3,28,Stroop,level 2,36.7,35.8
3,29,Stroop,level 2,36.8,36
3,30,Stroop,level 2,36.7,35.6
3,31,Stroop,level 2,36.6,35.9
3,32,Stroop,level 2,36.8,35.7
3,33,Stroop,level 2,36.7,35.6
3,34,Stroop,level 2,36.7,35.8
3,35,Stroop,level 2,36.8,36
3,36,Stroop,level 2,36.6,36.2
3,37,Stroop,level 2,36.7,36.2
3,38,Stroop,level 2,36.7,36.2
3,39,Stroop,level 2,36.6,36.1
3,40,Stroop,level 2,36.6,35.8
3,41,Stroop,level 2,36.7,35.9
3,42,Stroop,level 2,36.6,35.6
3,43,Stroop,level 2,36.6,35.4
3,44,Stroop,level 2,36.6,35.9
3,45,Stroop,level 2,36.7,35.9
3,46,Stroop,level 2,36.7,35.9
3,47,Stroop,level 2,36.6,36
3,48,Stroop,level 2,36.6,35.8
3,49,Stroop,level 2,36.7,35.8
3,50,Stroop,level 2,36.7,35.8
3,51,Stroop,level 2,36.7,35.6
3,52,Stroop,level 2,36.7,35.9
3,53,Stroop,level 2,36.5,35.9
3,54,Stroop,level 2,36.7,36.1
3,55,Stroop,level 2,36.6,36
3,56,Stroop,level 2,36.6,35.5
3,57,Stroop,level 2,36.7,35.6
3,58,Stroop,level 2,36.6,35.6
3,59,Stroop,level 2,36.6,35.7
3,60,Stroop,level 2,36.6,35.7
3,61,Stroop,level 2,36.5,35.8
3,62,Stroop,level 2,36.6,35.5
3,63,Stroop,level 2,36.7,35.4
3,64,Stroop,level 2,36.5,36.2
3,65,Stroop,level 2,36.6,35.6
3,66,Stroop,level 2,36.6,36
3,67,Stroop,level 2,36.7,35.8
3,68,Stroop,level 2,36.6,35.6
3,69,Stroop,level 2,36.7,35.6
3,70,Stroop,level 2,36.7,35.5
3,71,Stroop,level 2,36.8,35.7
3,72,Stroop,level 2,36.7,35.9
3,73,Stroop,level 2,36.7,35.9
3,74,Stroop,level 2,36.7,35.9
3,75,Stroop,level 2,36.8,35.7
3,76,Stroop,level 2,36.7,35.8
3,77,Stroop,level 2,36.7,35.5
3,78,Stroop,level 2,36.7,36
3,79,Stroop,level 2,36.6,35.7
3,80,Stroop,level 2,36.6,35.7
3,81,Stroop,level 2,36.7,35.7
3,82,Stroop,level 2,36.5,35.8
3,83,Stroop,level 2,36.5,35.7
3,84,Stroop,level 2,36.7,35.7
3,85,Stroop,level 2,36.7,35.5
3,86,Stroop,level 2,36.6,35.6
3,87,Stroop,level 2,36.6,35.4
3,88,Stroop,level 2,36.6,35.3
3,89,Stroop,level 2,36.6,35.5
3,90,Stroop,level 2,36.7,35.5
3,1,Stroop,level 1,36.6,36.7
3,2,Stroop,level 1,36.6,36.8
3,3,Stroop,level 1,36.6,36.8
3,4,Stroop,level 1,36.7,36.4
3,5,Stroop,level 1,36.6,37.1
3,6,Stroop,level 1,36.4,37.1
3,7,Stroop,level 1,36.6,37.1
3,8,Stroop,level 1,36.5,36.5
3,9,Stroop,level 1,36.6,36.6
3,10,Stroop,level 1,36.6,36.7
3,11,Stroop,level 1,36.5,37
3,12,Stroop,level 1,36.6,36.6
3,13,Stroop,level 1,36.6,36.7
3,14,Stroop,level 1,36.6,36.6
3,15,Stroop,level 1,36.5,36.8
3,16,Stroop,level 1,36.6,36.8
3,17,Stroop,level 1,36.7,37.2
3,18,Stroop,level 1,36.7,36.7
3,19,Stroop,level 1,36.7,36.8
3,20,Stroop,level 1,36.5,36.7
3,21,Stroop,level 1,36.7,37.1
3,22,Stroop,level 1,36.7,36.7
3,23,Stroop,level 1,36.6,36.6
3,24,Stroop,level 1,36.7,37.3
3,25,Stroop,level 1,36.7,36.5
3,26,Stroop,level 1,36.6,36.6
3,27,Stroop,level 1,36.7,36.2
3,28,Stroop,level 1,36.7,36.2
3,29,Stroop,level 1,36.7,36.2
3,30,Stroop,level 1,36.6,36.7
3,31,Stroop,level 1,36.7,36.3
3,32,Stroop,level 1,36.7,36.2
3,33,Stroop,level 1,36.7,36.3
3,34,Stroop,level 1,36.7,36.3
3,35,Stroop,level 1,36.8,36.7
3,36,Stroop,level 1,36.7,36.4
3,37,Stroop,level 1,36.8,36.3
3,38,Stroop,level 1,36.8,36.3
